Provider ID,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Mortality national comparison
261310,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,3,Same as the national average
310021,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Same as the national average
291309,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Not Available
230024,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Above the national average
240053,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
250162,Acute Care Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
241313,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
330219,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
230093,Acute Care Hospitals,Government - Local,FALSE,TRUE,4,Same as the national average
220119,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
330043,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
261306,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
241308,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
330208,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
330277,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
271331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
320086,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
330350,Acute Care Hospitals,Government - State,TRUE,TRUE,1,Same as the national average
330115,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Below the national average
330140,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
340001,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Below the national average
250082,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
330158,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Same as the national average
250058,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
240044,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
260062,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
230230,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,2,Below the national average
250027,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
230222,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Below the national average
310081,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
330046,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
241356,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
230118,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
260081,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
330094,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
260177,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Same as the national average
330218,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
301301,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
241374,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
241372,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
261330,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
340014,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
260216,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Above the national average
241348,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
330185,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
260110,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Below the national average
241357,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
240213,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,4,Same as the national average
241344,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
281342,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Not Available
230104,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Above the national average
240063,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,2,Same as the national average
280020,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
231310,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Not Available
280003,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Below the national average
260138,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,TRUE,4,Above the national average
330184,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
250007,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
331305,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
330103,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
261319,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
300001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
230040,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,TRUE,4,Same as the national average
290039,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Above the national average
261327,Critical Access Hospitals,Government - Local,TRUE,TRUE,4,Same as the national average
240002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
250034,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
330160,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
230017,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Below the national average
260176,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
240020,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
260061,Acute Care Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
280065,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
241341,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
241364,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
330019,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
330241,Acute Care Hospitals,Government - State,TRUE,TRUE,2,Same as the national average
270023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
240006,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Not Available
240101,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,4,Same as the national average
310015,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
330027,Acute Care Hospitals,Government - Local,TRUE,TRUE,1,Below the national average
290032,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
271329,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
310061,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
320065,Acute Care Hospitals,Proprietary,TRUE,TRUE,2,Same as the national average
251330,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
281357,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
250031,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Same as the national average
230217,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
241314,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
310022,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
291308,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,2,Same as the national average
230031,Acute Care Hospitals,Voluntary non-profit - Church,FALSE,TRUE,4,Same as the national average
241323,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,Not Available,Not Available
250104,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Below the national average
330397,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,TRUE,1,Same as the national average
281321,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
281365,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
250151,Acute Care Hospitals,Proprietary,FALSE,TRUE,Not Available,Not Available
330193,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
230070,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
260059,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,3,Same as the national average
231337,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,TRUE,4,Same as the national average
300018,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,5,Above the national average
281304,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Same as the national average
230041,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
260186,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Below the national average
250020,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Same as the national average
290003,Acute Care Hospitals,Proprietary,TRUE,TRUE,1,Below the national average
280032,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,3,Below the national average
310002,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
251324,Critical Access Hospitals,Government - Local,TRUE,TRUE,Not Available,Same as the national average
231317,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
241316,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
310003,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Above the national average
330405,Acute Care Hospitals,Government - Local,FALSE,,Not Available,Not Available
310008,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
250079,Acute Care Hospitals,Government - Local,TRUE,TRUE,Not Available,Not Available
241363,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,Not Available
331312,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
231318,Critical Access Hospitals,Voluntary non-profit - Other,TRUE,TRUE,4,Same as the national average
271347,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
260023,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
243300,Childrens,Government - Hospital District or Authority,FALSE,TRUE,Not Available,Not Available
330268,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
340004,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,2,Same as the national average
230193,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
330108,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Not Available
280081,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Same as the national average
271316,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,4,Same as the national average
230036,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
320033,Acute Care Hospitals,Proprietary,TRUE,TRUE,3,Same as the national average
230151,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
271314,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
260068,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,TRUE,5,Same as the national average
310019,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Above the national average
281310,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,TRUE,Not Available,Not Available
283300,Childrens,Voluntary non-profit - Private,FALSE,TRUE,Not Available,Not Available
291304,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,TRUE,Not Available,Not Available
330331,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,3,Above the national average
330286,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,TRUE,1,Same as the national average
270087,Acute Care Hospitals,Proprietary,FALSE,TRUE,4,Not Available
250001,Acute Care Hospitals,Government - State,TRUE,TRUE,1,Below the national average
330240,Acute Care Hospitals,Government - Local,TRUE,TRUE,1,Same as the national average
330199,Acute Care Hospitals,Government - Local,TRUE,TRUE,2,Same as the national average
330399,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,TRUE,1,Same as the national average
241332,Critical Access Hospitals,Government - Local,TRUE,TRUE,3,Not Available
